date,stream,reach,microsite,quadrat,quadrat.id,species,sample.id,salmon.density,chum.density,pink.density,dist.upstream,dist.from.stream,side.of.stream,orientation,slope,aspect,avg.canopy.cover,avg.soil.moisture,ref.soil.moisture,stem.density,fruit.count,punch.weight.mg,punch.notes,image.id,leaf.area,num..of.leaves,rMean,gMean,bMean,percent.green,c.13,total.c.ug,n.15,total.n.ug,sample.weight.mg
27-Jul-19,Jane,3,D,1,Jane-3D1,RUSP,Jane-3D1-RUSP,0.006888889,0.006888889,0,58,1.5,L,244,30,244,86.06,43.9,19.7,1,6,NA,envelope missing,IMG_8801,42.306,NA,41.905,62.218,34.185,0.449851057,-34.59,1911.5,-0.36,129.46,4.564
27-Jul-19,Jane,3,D,1,Jane-3D1,TITR,Jane-3D1-TITR,0.006888889,0.006888889,0,58,1.5,L,244,30,244,86.06,43.9,19.7,NA,NA,0.829,NA,IMG_8796,6.564,NA,60.697,77.73,35.459,0.447017011,NA,NA,NA,NA,NA
27-Jul-19,Jane,3,D,2,Jane-3D2,MEFE,Jane-3D2-MEFE,0.006888889,0.006888889,0,56,3.1,L,244,30,244,79.82,43.3,19.7,1,NA,0.828,NA,IMG_8799,15.452,6,95.072,116.292,32.758,0.476368373,-34.47,1858.63,-0.86,60.42,4.539
27-Jul-19,Jane,3,D,2,Jane-3D2,TITR,Jane-3D2-TITR,0.006888889,0.006888889,0,56,3.1,L,244,30,244,79.82,43.3,19.7,NA,NA,1.259,NA,IMG_8798,8.452,NA,99.345,121.486,39.633,0.466421463,NA,NA,NA,NA,NA
27-Jul-19,Jane,3,D,2,Jane-3D2,VASP,Jane-3D2-VASP,0.006888889,0.006888889,0,56,3.1,L,244,30,244,79.82,43.3,19.7,3,NA,0.613,NA,IMG_8793,23.674,NA,83.037,106.013,35.674,0.471747566,-35.74,1950.51,-0.85,79.95,4.483
27-Jul-19,Jane,4,A,1,Jane-4A1,RUSP,Jane-4A1-RUSP,0.006888889,0.006888889,0,60,0.5,R,43,53,43,94.64,21.4,19.7,6,16,0.473,NA,IMG_8803,83.157,NA,31.53,50.205,13.895,0.524992157,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,A,2,Jane-4A2,MADI,Jane-4A2-MADI,0.006888889,0.006888889,0,59,3.8,R,43,53,43,93.08,37.2,19.7,5,NA,0.471,NA,IMG_8797,7.719,NA,46.746,64.453,13.64,0.51628898,-37.07,1853.08,-0.74,98.09,4.542
27-Jul-19,Jane,4,A,2,Jane-4A2,MEFE,Jane-4A2-MEFE,0.006888889,0.006888889,0,59,3.8,R,43,53,43,93.08,37.2,19.7,1,NA,0.69,NA,IMG_8811,17.276,6,62.176,84.354,13.928,0.525707662,-33.97,1545.83,-4,52.85,3.924
27-Jul-19,Jane,4,A,2,Jane-4A2,RUSP,Jane-4A2-RUSP,0.006888889,0.006888889,0,59,3.8,R,43,53,43,93.08,37.2,19.7,2,NA,0.708,NA,IMG_8806,46.282,NA,29.105,60.857,41.685,0.462274112,-34.06,1775.02,2.29,105.77,4.212
27-Jul-19,Jane,4,A,2,Jane-4A2,TITR,Jane-4A2-TITR,0.006888889,0.006888889,0,59,3.8,R,43,53,43,93.08,37.2,19.7,NA,NA,0.729,NA,IMG_8810,12.859,NA,47.829,67.438,33.675,0.452780277,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,A,2,Jane-4A2,VASP,Jane-4A2-VASP,0.006888889,0.006888889,0,59,3.8,R,43,53,43,93.08,37.2,19.7,2,NA,0.56,NA,IMG_8795,17.34,NA,54.515,73.012,25.797,0.476194203,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,B,1,Jane-4B1,MADI,Jane-4B1-MADI,0.006888889,0.006888889,0,70,1.2,L,225,35,225,82.42,41.5,19.7,4,NA,0.656,NA,IMG_8805,13.783,NA,55.376,73.978,17.664,0.503190086,-35.45,1374.99,-1.19,57.66,3.463
27-Jul-19,Jane,4,B,1,Jane-4B1,MEFE,Jane-4B1-MEFE,0.006888889,0.006888889,0,70,1.2,L,225,35,225,82.42,41.5,19.7,2,NA,0.779,NA,IMG_8818,9.126,5,58.277,80.668,15.041,0.523865806,-33.64,1841.23,-1.67,62.15,4.643
27-Jul-19,Jane,4,B,1,Jane-4B1,RUSP,Jane-4B1-RUSP,0.006888889,0.006888889,0,70,1.2,L,225,35,225,82.42,41.5,19.7,1,NA,0.481,NA,IMG_8814,82.226,NA,30.248,51.36,17.851,0.51639369,-34.47,1729.3,1.16,114.16,4.057
27-Jul-19,Jane,4,B,1,Jane-4B1,TITR,Jane-4B1-TITR,0.006888889,0.006888889,0,70,1.2,L,225,35,225,82.42,41.5,19.7,NA,NA,1.045,NA,IMG_8819,9.61,NA,55.646,78.102,28.545,0.481240719,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,B,1,Jane-4B1,VASP,Jane-4B1-VASP,0.006888889,0.006888889,0,70,1.2,L,225,35,225,82.42,41.5,19.7,1,NA,0.607,NA,IMG_8820,34.989,NA,59.201,82.157,33.039,0.471091819,-35.37,1913.82,-0.19,104.74,4.382
27-Jul-19,Jane,4,C,1,Jane-4C1,RUSP,Jane-4C1-RUSP,0.006888889,0.006888889,0,72,0.5,R,28,68,28,88.66,20.6,19.7,4,17,0.424,NA,IMG_8804,34.844,NA,50.441,81.075,36.537,0.482437088,-33.09,1747.27,-0.51,127.53,4.103
27-Jul-19,Jane,4,D,1,Jane-4D1,MEFE,Jane-4D1-MEFE,0.006888889,0.006888889,0,79,1.1,L,212,29,212,86.06,38,19.7,1,NA,NA,envelope missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,D,1,Jane-4D1,RUSP,Jane-4D1-RUSP,0.006888889,0.006888889,0,79,1.1,L,212,29,212,86.06,38,19.7,2,4,0.731,NA,IMG_8807,72.838,NA,40.777,60.816,21.425,0.494366678,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,D,1,Jane-4D1,TITR,Jane-4D1-TITR,0.006888889,0.006888889,0,79,1.1,L,212,29,212,86.06,38,19.7,NA,NA,0.793,NA,IMG_8809,6.923,NA,50.181,70.448,20.79,0.498150885,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,D,1,Jane-4D1,VASP,Jane-4D1-VASP,0.006888889,0.006888889,0,79,1.1,L,212,29,212,86.06,38,19.7,1,NA,0.611,NA,IMG_8808,16.09,NA,70.751,93.262,30.777,0.478782278,-36.92,1880.96,-1.43,86.63,4.17
27-Jul-19,Jane,4,D,2,Jane-4D2,MADI,Jane-4D2-MADI,0.006888889,0.006888889,0,78,1.6,L,212,29,212,86.84,42.4,19.7,7,NA,0.524,NA,IMG_8812,25.77,NA,41.689,62.951,12.25,0.538549063,-34.41,1796.52,-4.66,82.61,4.343
27-Jul-19,Jane,4,D,2,Jane-4D2,MEFE,Jane-4D2-MEFE,0.006888889,0.006888889,0,78,1.6,L,212,29,212,86.84,42.4,19.7,4,NA,0.61,NA,IMG_8817,16.975,5,70.139,95.107,29.954,0.487228484,-34.39,1518.21,-1.88,62.45,3.831
27-Jul-19,Jane,4,D,2,Jane-4D2,RUSP,Jane-4D2-RUSP,0.006888889,0.006888889,0,78,1.6,L,212,29,212,86.84,42.4,19.7,1,NA,0.579,NA,IMG_8813,51.987,NA,45.344,68.414,24.069,0.496375892,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,D,2,Jane-4D2,TITR,Jane-4D2-TITR,0.006888889,0.006888889,0,78,1.6,L,212,29,212,86.84,42.4,19.7,NA,NA,0.861,NA,IMG_8815,7.812,NA,71.023,101.139,42.334,0.471519282,NA,NA,NA,NA,NA
27-Jul-19,Jane,4,D,2,Jane-4D2,VASP,Jane-4D2-VASP,0.006888889,0.006888889,0,78,1.6,L,212,29,212,86.84,42.4,19.7,1,NA,0.61,NA,IMG_8816,11.331,NA,43.325,63.644,28.037,0.471416085,-36.77,2015.39,-1.06,89.94,4.63
28-Jul-19,Kunsoot,1,A,1,Kunsoot-1A1,RUSP,Kunsoot-1A1-RUSP,12.54094444,8.025555556,4.515388889,24,0.5,R,18,0,NA,36.14,24.9,19.2,3,5,1.573,NA,IMG_8834,60.486,NA,68.326,79.971,22.107,0.469302364,-32.9,1859.96,6.63,67.74,4.426
28-Jul-19,Kunsoot,1,A,2,Kunsoot-1A2,MADI,Kunsoot-1A2-MADI,12.54094444,8.025555556,4.515388889,26,6.9,R,18,16,18,86.58,39.9,19.2,61,NA,0.692,NA,IMG_8837,26.509,NA,72.408,96.587,28.043,0.490194785,-34.15,1583.11,5.08,66.55,4.259
28-Jul-19,Kunsoot,1,A,2,Kunsoot-1A2,MEFE,Kunsoot-1A2-MEFE,12.54094444,8.025555556,4.515388889,26,6.9,R,18,16,18,86.58,39.9,19.2,3,NA,0.7,NA,IMG_8841,66.947,8,54.839,78.999,31.255,0.478512111,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,1,B,1,Kunsoot-1B1,MADI,Kunsoot-1B1-MADI,12.54094444,8.025555556,4.515388889,37,1.6,L,216,19,216,86.06,22.1,19.2,31,NA,0.79,NA,IMG_8842,38.959,NA,67.765,90.964,25.833,0.492864187,-32.71,1833.43,8.36,76.17,4.553
28-Jul-19,Kunsoot,1,B,1,Kunsoot-1B1,MEFE,Kunsoot-1B1-MEFE,12.54094444,8.025555556,4.515388889,37,1.6,L,216,19,216,86.06,22.1,19.2,2,NA,0.837,NA,IMG_8832,9.956,7,79.75,101.886,36.572,0.466921469,-33.68,1737.79,5.55,50.15,4.469
28-Jul-19,Kunsoot,1,B,1,Kunsoot-1B1,VASP,Kunsoot-1B1-VASP,12.54094444,8.025555556,4.515388889,37,1.6,L,216,19,216,86.06,22.1,19.2,3,NA,0.866,NA,IMG_8831,35.734,NA,64.761,77.895,37.558,0.432236119,-33.78,1730.39,8.72,100.53,3.917
28-Jul-19,Kunsoot,1,C,1,Kunsoot-1C1,MADI,Kunsoot-1C1-MADI,12.54094444,8.025555556,4.515388889,42,0.5,R,24,17,24,88.92,32.8,19.2,40,NA,0.581,NA,IMG_8838,30.174,NA,64.984,86.607,30.11,0.476645698,-34.53,1870.33,4.24,92.87,4.543
28-Jul-19,Kunsoot,1,C,1,Kunsoot-1C1,MEFE,Kunsoot-1C1-MEFE,12.54094444,8.025555556,4.515388889,42,0.5,R,24,17,24,88.92,32.8,19.2,1,NA,0.912,NA,IMG_8846,18.002,NA,80.943,86.895,41.08,0.415928738,-35.17,1738.09,6.37,76.72,4.118
28-Jul-19,Kunsoot,1,C,1,Kunsoot-1C1,RUSP,Kunsoot-1C1-RUSP,12.54094444,8.025555556,4.515388889,42,0.5,R,24,17,24,88.92,32.8,19.2,2,NA,0.706,NA,IMG_8845,58.803,NA,50.363,70.33,26.817,0.476781235,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,1,C,2,Kunsoot-1C2,MADI,Kunsoot-1C2-MADI,12.54094444,8.025555556,4.515388889,40,2.5,R,24,17,24,76.44,34.4,19.2,57,NA,0.692,NA,IMG_8836,33.838,NA,75.992,97.114,32.496,0.472339763,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,1,C,2,Kunsoot-1C2,MEFE,Kunsoot-1C2-MEFE,12.54094444,8.025555556,4.515388889,40,2.5,R,24,17,24,76.44,34.4,19.2,2,NA,0.846,NA,IMG_8840,16.856,9,86.004,106.478,37.679,0.462623989,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,1,C,2,Kunsoot-1C2,VASP,Kunsoot-1C2-VASP,12.54094444,8.025555556,4.515388889,40,2.5,R,24,17,24,76.44,34.4,19.2,5,NA,0.95,NA,IMG_8839,39.21,NA,49.048,68.175,28.974,0.466322838,-34.8,1668.69,8.31,108.75,3.858
28-Jul-19,Kunsoot,1,D,1,Kunsoot-1D1,MADI,Kunsoot-1D1-MADI,12.54094444,8.025555556,4.515388889,57,6.8,L,218,0,NA,82.68,70.5,19.2,14,NA,0.418,NA,IMG_8858,18.47,NA,66.622,88.334,29.335,0.479318035,-35.26,1655.42,4.16,91.09,4.177
28-Jul-19,Kunsoot,1,D,1,Kunsoot-1D1,MEFE,Kunsoot-1D1-MEFE,12.54094444,8.025555556,4.515388889,57,6.8,L,218,0,NA,82.68,70.5,19.2,2,NA,0.935,NA,IMG_8864,23.609,8,81.571,94.784,33.023,0.452693215,-33.13,1641.82,3.99,66.62,4.031
28-Jul-19,Kunsoot,1,D,1,Kunsoot-1D1,RUSP,Kunsoot-1D1-RUSP,12.54094444,8.025555556,4.515388889,57,6.8,L,218,0,NA,82.68,70.5,19.2,2,12,0.652,NA,IMG_8856,72.883,NA,53.966,72.503,27.391,0.47122709,-32,1625.06,7.9,86.14,3.719
28-Jul-19,Kunsoot,1,D,2,Kunsoot-1D2,MADI,Kunsoot-1D2-MADI,12.54094444,8.025555556,4.515388889,57,6,L,218,0,NA,78.52,74,19.2,22,NA,0.656,NA,IMG_8873,39.503,NA,60.965,80.126,26.418,0.478338477,-33.1,1618.23,3.74,82.17,3.963
28-Jul-19,Kunsoot,1,D,2,Kunsoot-1D2,MEFE,Kunsoot-1D2-MEFE,12.54094444,8.025555556,4.515388889,57,6,L,218,0,NA,78.52,74,19.2,4,NA,1.114,NA,IMG_8857,14.819,NA,76.683,88.018,37.751,0.434759844,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,1,D,2,Kunsoot-1D2,RUSP,Kunsoot-1D2-RUSP,12.54094444,8.025555556,4.515388889,57,6,L,218,0,NA,78.52,74,19.2,2,NA,1.157,NA,IMG_8852,71.218,NA,75.66,86.481,24.77,0.462685449,-32.89,1988.55,6.85,59.52,4.634
28-Jul-19,Kunsoot,1,D,2,Kunsoot-1D2,VASP,Kunsoot-1D2-VASP,12.54094444,8.025555556,4.515388889,57,6,L,218,0,NA,78.52,74,19.2,1,NA,1.348,NA,IMG_8850,24.864,NA,73.153,87.944,32.622,0.453977153,-34.69,1618.79,5.76,78.01,3.86
28-Jul-19,Kunsoot,2,A,1,Kunsoot-2A1,MEFE,Kunsoot-2A1-MEFE,12.54094444,8.025555556,4.515388889,112,7.8,R,19,23,19,35.9,35.9,19.2,1,NA,1.42,NA,IMG_8829,36.257,9,65.792,89.019,25.734,0.493057133,-32.91,1929.33,4.03,50.63,4.482
28-Jul-19,Kunsoot,2,A,1,Kunsoot-2A1,VASP,Kunsoot-2A1-VASP,12.54094444,8.025555556,4.515388889,112,7.8,R,19,23,19,35.9,35.9,19.2,1,NA,0.769,NA,IMG_8833,12.914,NA,63.353,75.192,34.182,0.435322793,-36.28,1980.38,6.1,116.42,4.337
28-Jul-19,Kunsoot,2,A,2,Kunsoot-2A2,MADI,Kunsoot-2A2-MADI,12.54094444,8.025555556,4.515388889,111,0.8,R,19,18,19,26.6,26.6,19.2,29,NA,1.151,NA,IMG_8827,29.878,NA,74.987,94.597,27.45,0.480104957,-32.4,1799.48,8,61.78,4.405
28-Jul-19,Kunsoot,2,A,2,Kunsoot-2A2,RUSP,Kunsoot-2A2-RUSP,12.54094444,8.025555556,4.515388889,111,0.8,R,19,18,19,26.6,26.6,19.2,1,NA,1.131,NA,IMG_8828,25.373,NA,56.22,75.992,31.187,0.465070166,-32.75,1823.37,4.69,83.74,4.316
28-Jul-19,Kunsoot,2,B,1,Kunsoot-2B1,MADI,Kunsoot-2B1-MADI,12.54094444,8.025555556,4.515388889,113,11.3,L,19,4,19,31.9,31.9,19.2,37,NA,0.533,NA,IMG_8826,50.255,NA,76.314,98.872,33.993,0.47266695,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,2,B,1,Kunsoot-2B1,VASP,Kunsoot-2B1-VASP,12.54094444,8.025555556,4.515388889,113,11.3,L,19,4,19,31.9,31.9,19.2,1,NA,0.557,NA,IMG_8830,24.674,NA,62.697,88.335,37.271,0.469110954,-35.74,1997.28,8.26,132.63,4.484
28-Jul-19,Kunsoot,2,B,2,Kunsoot-2B2,MADI,Kunsoot-2B2-MADI,12.54094444,8.025555556,4.515388889,114,7.9,L,4,6,18,92.04,20.5,19.2,52,NA,0.432,NA,IMG_8885,34.477,NA,71.012,95.211,35.916,0.471017468,-33.54,1567.66,12.77,75.46,3.815
28-Jul-19,Kunsoot,2,B,2,Kunsoot-2B2,MEFE,Kunsoot-2B2-MEFE,12.54094444,8.025555556,4.515388889,114,7.9,L,4,6,18,92.04,20.5,19.2,1,NA,0.708,NA,IMG_8886,46.231,7,50.465,71.903,27.893,0.478520707,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,2,B,3,Kunsoot-2B3,MADI,Kunsoot-2B3-MADI,12.54094444,8.025555556,4.515388889,113,1.9,L,4,17,4,90.74,4.3,19.2,114,NA,0.698,NA,IMG_8884,56.121,NA,65.773,88.548,35.218,0.467175621,-31.45,1620.35,14.52,71.51,4.011
28-Jul-19,Kunsoot,2,B,3,Kunsoot-2B3,RUSP,Kunsoot-2B3-RUSP,12.54094444,8.025555556,4.515388889,113,1.9,L,4,17,4,90.74,4.3,19.2,2,NA,0.526,NA,IMG_8876,115.835,NA,49.928,63.729,31.388,0.439373987,-34,1885.33,8.98,145.13,4.45
28-Jul-19,Kunsoot,2,C,1,Kunsoot-2C1,MEFE,Kunsoot-2C1-MEFE,12.54094444,8.025555556,4.515388889,132,0.5,R,30,24,30,79.04,47.3,19.2,6,NA,0.559,NA,IMG_8878,19.953,8,76.535,94.004,44.543,0.437061214,-34.79,1784.45,4.3,79.75,4.637
28-Jul-19,Kunsoot,2,C,1,Kunsoot-2C1,RUSP,Kunsoot-2C1-RUSP,12.54094444,8.025555556,4.515388889,132,0.5,R,30,24,30,79.04,47.3,19.2,2,NA,0.595,NA,IMG_8883,52.402,NA,66.336,84.345,32.474,0.460511589,-35.02,1734.6,5.28,81.86,4.581
28-Jul-19,Kunsoot,2,C,1,Kunsoot-2C1,VASP,Kunsoot-2C1-VASP,12.54094444,8.025555556,4.515388889,132,0.5,R,30,24,30,79.04,47.3,19.2,3,NA,1.148,NA,IMG_8877,23.513,NA,69.3,87.366,42.064,0.439621597,-35.46,1964.81,5.88,104.7,4.438
28-Jul-19,Kunsoot,2,C,2,Kunsoot-2C2,MADI,Kunsoot-2C2-MADI,12.54094444,8.025555556,4.515388889,127,2.4,R,30,40,30,92.82,42.2,19.2,3,NA,0.719,NA,IMG_8867,25.629,NA,65.983,89.974,35.37,0.470262953,-34.35,1591.59,8.22,101.14,3.898
28-Jul-19,Kunsoot,2,C,2,Kunsoot-2C2,MEFE,Kunsoot-2C2-MEFE,12.54094444,8.025555556,4.515388889,127,2.4,R,30,40,30,92.82,42.2,19.2,1,NA,0.655,NA,IMG_8868,29.587,NA,69.428,93.903,37.928,0.466577892,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,2,D,1,Kunsoot-2D1,RUSP,Kunsoot-2D1-RUSP,12.54094444,8.025555556,4.515388889,136,0.5,L,5,0,NA,90.48,42,19.2,3,4,1.263,NA,IMG_8871,95.967,NA,41.674,54.652,30.693,0.430266338,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,2,D,2,Kunsoot-2D2,MADI,Kunsoot-2D2-MADI,12.54094444,8.025555556,4.515388889,135,4.9,L,5,2,5,88.4,20.7,19.2,122,NA,0.671,NA,IMG_8872,28.667,NA,75.137,99.189,28.625,0.488733734,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,2,D,2,Kunsoot-2D2,MEFE,Kunsoot-2D2-MEFE,12.54094444,8.025555556,4.515388889,135,4.9,L,5,2,5,88.4,20.7,19.2,2,NA,0.976,NA,IMG_8870,30.019,6,61.75,82.32,35.362,0.458781042,-32.19,1470.49,5.24,66.86,3.83
28-Jul-19,Kunsoot,2,D,2,Kunsoot-2D2,VASP,Kunsoot-2D2-VASP,12.54094444,8.025555556,4.515388889,135,4.9,L,5,2,5,88.4,20.7,19.2,3,NA,0.759,NA,IMG_8869,13.483,NA,67.278,88.577,39.198,0.454117599,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,3,A,1,Kunsoot-3A1,MADI,Kunsoot-3A1-MADI,12.54094444,8.025555556,4.515388889,167,0.7,R,350,9,350,78,16.1,19.2,2,NA,0.745,NA,IMG_8844,21.159,NA,64.058,83.858,24.525,0.486299662,-32.84,1873.33,6.18,89.48,4.432
28-Jul-19,Kunsoot,3,A,1,Kunsoot-3A1,RUSP,Kunsoot-3A1-RUSP,12.54094444,8.025555556,4.515388889,167,0.7,R,350,9,350,78,16.1,19.2,1,2,0.481,NA,IMG_8835,119.489,NA,49.966,75.315,30.592,0.483181821,-33.46,1808.29,6.29,117.2,4.26
28-Jul-19,Kunsoot,3,A,1,Kunsoot-3A1,TITR,Kunsoot-3A1-TITR,12.54094444,8.025555556,4.515388889,167,0.7,R,350,9,350,78,16.1,19.2,NA,NA,0.869,NA,IMG_8849,13.036,NA,56.548,76.09,35.134,0.453532175,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,3,B,1,Kunsoot-3B1,RUSP,Kunsoot-3B1-RUSP,12.54094444,8.025555556,4.515388889,189,0.5,L,178,0,NA,94.64,22.4,19.2,3,NA,1.571,NA,IMG_8866,84.424,NA,68.456,88.245,26.008,0.482981134,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,3,B,2,Kunsoot-3B2,MEFE,Kunsoot-3B2-MEFE,12.54094444,8.025555556,4.515388889,189,7.3,L,178,0,NA,88.4,22.9,19.2,1,NA,0.818,NA,IMG_8859,27.195,7,67.704,87.707,29.678,0.473863925,-33.83,1825.02,3.91,74.16,4.302
28-Jul-19,Kunsoot,3,B,2,Kunsoot-3B2,VASP,Kunsoot-3B2-VASP,12.54094444,8.025555556,4.515388889,189,7.3,L,178,0,NA,88.4,22.9,19.2,2,NA,0.783,NA,IMG_8860,46.802,NA,58.553,75.301,31.853,0.454422565,-34.92,1842.19,5.3,117.3,4.112
28-Jul-19,Kunsoot,3,C,1,Kunsoot-3C1,MADI,Kunsoot-3C1-MADI,12.54094444,8.025555556,4.515388889,200,3.1,R,32,0,NA,69.16,19.8,19.2,1,NA,1.557,NA,IMG_8848,38.149,NA,79.192,101.056,30.003,0.480644563,-30.14,1625.19,3.96,32.31,3.992
28-Jul-19,Kunsoot,3,C,1,Kunsoot-3C1,RUSP,Kunsoot-3C1-RUSP,12.54094444,8.025555556,4.515388889,200,3.1,R,32,0,NA,69.16,19.8,19.2,3,7,0.726,NA,IMG_8843,102.176,NA,42.397,62.041,32.645,0.452579824,-33.61,1960.9,3.3,129.31,4.601
28-Jul-19,Kunsoot,3,C,2,Kunsoot-3C2,MEFE,Kunsoot-3C2-MEFE,12.54094444,8.025555556,4.515388889,197,2.4,R,32,0,NA,74.88,13,19.2,1,NA,1.241,NA,IMG_8855,19.908,NA,68.016,92.867,33.131,0.478661334,-33.43,1960.13,2.44,48.81,4.45
28-Jul-19,Kunsoot,3,C,2,Kunsoot-3C2,VASP,Kunsoot-3C2-VASP,12.54094444,8.025555556,4.515388889,197,2.4,R,32,0,NA,74.88,13,19.2,4,NA,0.75,NA,IMG_8847,23.634,NA,66.892,91.526,32.064,0.480496845,-35.12,2024.21,8.19,107.29,4.565
28-Jul-19,Kunsoot,3,D,1,Kunsoot-3D1,RUSP,Kunsoot-3D1-RUSP,12.54094444,8.025555556,4.515388889,211,0.5,L,167,18,167,91.26,26.1,19.2,2,NA,0.815,NA,IMG_8882,139.606,NA,41.152,63.449,39.65,0.43985137,-31.26,1844.72,5.86,128.7,4.32
28-Jul-19,Kunsoot,3,D,2,Kunsoot-3D2,MEFE,Kunsoot-3D2-MEFE,12.54094444,8.025555556,4.515388889,210,1.9,L,167,18,167,91.52,13.3,19.2,1,NA,0.864,NA,IMG_8862,36.732,8,55.651,76.262,29.317,0.473001303,-31.94,1723.93,5.64,78.45,4.104
28-Jul-19,Kunsoot,3,D,2,Kunsoot-3D2,TITR,Kunsoot-3D2-TITR,12.54094444,8.025555556,4.515388889,210,1.9,L,167,18,167,91.52,13.3,19.2,NA,NA,0.804,NA,IMG_8874,13.145,NA,50.705,73.615,32.118,0.47056981,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,3,D,2,Kunsoot-3D2,VASP,Kunsoot-3D2-VASP,12.54094444,8.025555556,4.515388889,210,1.9,L,167,18,167,91.52,13.3,19.2,3,NA,0.802,NA,IMG_8875,19.6,NA,64.662,84.117,35.795,0.455735911,-33.09,1856.28,6.24,83.01,4.257
28-Jul-19,Kunsoot,4,A,1,Kunsoot-4A1,MEFE,Kunsoot-4A1-MEFE,12.54094444,8.025555556,4.515388889,244,0.5,R,6,30,6,86.32,36.1,19.2,3,NA,0.92,NA,IMG_8887,22.2,10,59.083,75.978,34.682,0.447606087,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,4,A,1,Kunsoot-4A1,RUSP,Kunsoot-4A1-RUSP,12.54094444,8.025555556,4.515388889,244,0.5,R,6,30,6,86.32,36.1,19.2,1,NA,0.513,NA,IMG_8851,135.091,NA,47.783,68.877,28.521,0.474421584,-34.24,1814.38,4.51,116.1,4.374
28-Jul-19,Kunsoot,4,A,1,Kunsoot-4A1,VASP,Kunsoot-4A1-VASP,12.54094444,8.025555556,4.515388889,244,0.5,R,6,30,6,86.32,36.1,19.2,1,NA,0.746,SEE DUPLICATE VALUES,IMG_8891,38.679,NA,56.437,71.037,34.066,0.439748669,-35.22,2041.04,4.85,112.07,4.604
28-Jul-19,Kunsoot,4,A,2,Kunsoot-4A2,MADI,Kunsoot-4A2-MADI,12.54094444,8.025555556,4.515388889,242,5,R,6,39,6,77.22,47.9,19.2,22,NA,0.666,NA,IMG_8889,32.801,NA,63.959,83.681,33.563,0.461808028,-33.85,1612.18,4.44,68.66,3.968
28-Jul-19,Kunsoot,4,A,2,Kunsoot-4A2,MEFE,Kunsoot-4A2-MEFE,12.54094444,8.025555556,4.515388889,242,5,R,6,39,6,77.22,47.9,19.2,1,NA,0.69,NA,IMG_8890,18.25,NA,67.151,92.244,32.667,0.480282409,-34.38,1510.31,3.77,63.4,3.915
28-Jul-19,Kunsoot,4,A,2,Kunsoot-4A2,VASP,Kunsoot-4A2-VASP,12.54094444,8.025555556,4.515388889,242,5,R,6,39,6,77.22,47.9,19.2,1,NA,0.7,NA,IMG_8888,17.498,NA,72.898,95.229,38.345,0.461219923,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,4,B,1,Kunsoot-4B1,MEFE,Kunsoot-4B1-MEFE,12.54094444,8.025555556,4.515388889,246,0.5,L,176,21,176,82.16,34.8,19.2,1,NA,1.819,NA,IMG_8863,11.738,9,69.307,87.316,29.221,0.469834915,-34.16,1851.13,1.14,35.8,4.122
28-Jul-19,Kunsoot,4,B,1,Kunsoot-4B1,RUSP,Kunsoot-4B1-RUSP,12.54094444,8.025555556,4.515388889,246,0.5,L,176,21,176,82.16,34.8,19.2,NA,NA,0.759,NA,IMG_8853,69.354,NA,49.891,66.891,31.229,0.451932627,-34.27,1685.14,5.87,112.75,3.913
28-Jul-19,Kunsoot,4,B,2,Kunsoot-4B2,MEFE,Kunsoot-4B2-MEFE,12.54094444,8.025555556,4.515388889,249,1.1,L,176,21,176,74.36,21.7,19.2,5,NA,0.94,NA,IMG_8865,15.283,9,60.338,79.374,33.544,0.45813132,NA,NA,NA,NA,NA
28-Jul-19,Kunsoot,4,B,2,Kunsoot-4B2,VASP,Kunsoot-4B2-VASP,12.54094444,8.025555556,4.515388889,249,1.1,L,176,21,176,74.36,21.7,19.2,5,NA,1.162,NA,IMG_8861,13.126,NA,76.811,88.211,39.142,0.432059521,-36.02,1997.83,7.13,95.52,4.633
